SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,545 Ashbury St #2,San Francisco,CA,94117,849000,1,1.0,San Francisco,,2500,1900,5,,338,Active,,,http://www.redfin.com/CA/San-Francisco/545-Ashbury-St-94117/unit-2/home/114072474,San Francisco MLS,421523837,N,Y,37.7702626,-122.4472325
MLS Listing,,Single Family Residential,506 Mississippi St,San Francisco,CA,94107,1798000,3,2.0,San Francisco,1665,,,5,1080,,Active,,,http://www.redfin.com/CA/San-Francisco/506-Mississippi-St-94107/home/1613525,San Francisco MLS,421523740,N,Y,37.759946,-122.3945489
MLS Listing,,Single Family Residential,336 Bradford St,San Francisco,CA,94110,1190000,3,2.0,San Francisco,1450,1572,1927,15,821,,Active,,,http://www.redfin.com/CA/San-Francisco/336-Bradford-St-94110/home/966133,San Francisco MLS,421521361,N,Y,37.7375892,-122.40986
MLS Listing,,Condo/Co-op,5800 3Rd St #1211,San Francisco,CA,94124,680000,1,1.0,Portola District,817,,2010,15,832,432,Active,,,http://www.redfin.com/CA/San-Francisco/5800-3rd-St-94124/unit-1211/home/40625857,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40938478,N,Y,37.7250528,-122.3951255
MLS Listing,,Condo/Co-op,855 Folsom St #510,San Francisco,CA,94107,975000,1,1.5,San Francisco,1030,55687,2001,18,947,635,Active,,,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-510/home/12398153,San Francisco MLS,421520348,N,Y,37.7807672,-122.4021418
MLS Listing,,Condo/Co-op,45 Western Shore Ln #4,San Francisco,CA,94115,599000,2,1.0,San Francisco,840,,1963,50,713,764,Active,,,http://www.redfin.com/CA/San-Francisco/45-Western-Shore-Ln-94115/unit-4/home/12401212,San Francisco MLS,512296,N,Y,37.7839552,-122.4286985
MLS Listing,,Condo/Co-op,1635 California St #24,San Francisco,CA,94109,899000,2,2.0,San Francisco,915,,2005,50,983,639,Active,,,http://www.redfin.com/CA/San-Francisco/1635-California-St-94109/unit-24/home/12277015,San Francisco MLS,511753,N,Y,37.7901833,-122.4213456
MLS Listing,,Condo/Co-op,1875 Mission St #406,San Francisco,CA,94103,839000,2,1.0,San Francisco,631,,2014,58,1330,647,Active,,,http://www.redfin.com/CA/San-Francisco/1875-Mission-St-94103/unit-406/home/109315389,San Francisco MLS,511833,N,Y,37.7671013,-122.4194461
MLS Listing,,Condo/Co-op,757 North Point St #4,San Francisco,CA,94109,1198000,2,2.0,San Francisco,1190,,1989,82,1007,700,Active,,,http://www.redfin.com/CA/San-Francisco/757-N-Point-St-94109/unit-4/home/1816724,San Francisco MLS,511091,N,Y,37.8055317,-122.4196058
MLS Listing,,Condo/Co-op,1370 Hayes St #1372,San Francisco,CA,94117,1450000,4,2.5,San Francisco,1706,,1900,165,850,286,Active,,,http://www.redfin.com/CA/San-Francisco/1370-Hayes-St-94117/unit-1372/home/148065731,San Francisco MLS,506674,N,Y,37.775124,-122.439022
Redfin Data,,Condo/Co-op,1546 Jones St,San Francisco,CA,94109,1250000,3,2.5,San Francisco,1400,,1910,9,893,355,Pre On-Market,,,http://www.redfin.com/CA/San-Francisco/1546-Jones-St-94109/home/59828627,Coming Soon,67354,N,Y,37.795685,-122.4147753
PAST SALE,,Condo/Co-op,1 Buena Vista Ave E Unit 1A,San Francisco,CA,94117,618000,,1.0,,,2495,1950,,,,Off Market,,,http://www.redfin.com/CA/San-Francisco/143-Valmar-Ter-94112/home/1026409,Coming Soon,,N,Y,37.7252771,-122.4245985
MLS Listing,,Condo/Co-op,461 2nd St Unit C202,San Francisco,CA,94107,1059000,1,1.0,San Francisco,1199,,1907,1,883,726,Active,,,http://www.redfin.com/CA/San-Francisco/461-2nd-St-94107/unit-C202/home/1131715,San Francisco MLS,421518331,N,Y,37.7836993,-122.3935806
MLS Listing,,Single Family Residential,1477 Kansas,San Francisco,CA,94107,1398000,2,2.0,San Francisco,1171,2600,1925,1,1194,,Active,,,http://www.redfin.com/CA/San-Francisco/1477-Kansas-St-94107/home/1247825,San Francisco MLS,421522764,N,Y,37.7509717,-122.4019724
MLS Listing,,Condo/Co-op,577 Page St,San Francisco,CA,94117,1195000,3,1.0,San Francisco,1330,2623,1913,1,898,300,Active,,,http://www.redfin.com/CA/San-Francisco/577-Page-St-94117/home/855728,San Francisco MLS,421525898,N,Y,37.772862,-122.430121
MLS Listing,,Single Family Residential,238 Thrift St,San Francisco,CA,94112,1395000,5,4.0,San Francisco,2199,3123,1925,1,634,,Active,,,http://www.redfin.com/CA/San-Francisco/238-Thrift-St-94112/home/1902122,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40940364,N,Y,37.7176149,-122.4605458
MLS Listing,,Single Family Residential,65 Hiliritas Ave,San Francisco,CA,94131,3450000,4,3.5,Glen Park,3187,3500,2018,1,1083,,Active,,,http://www.redfin.com/CA/San-Francisco/65-Hiliritas-Ave-94131/home/169582420,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40940360,N,Y,37.7374719,-122.437328
MLS Listing,,Condo/Co-op,4132 3rd St #5,San Francisco,CA,94124,988000,2,2.0,San Francisco,1314,5425,2014,1,752,,Active,,,http://www.redfin.com/CA/San-Francisco/4132-3rd-St-94124/unit-5/home/63499201,San Francisco MLS,421525853,N,Y,37.7398859,-122.3892773
MLS Listing,,Condo/Co-op,2412 Harrison St #205,San Francisco,CA,94110,1149000,1,2.0,San Francisco,1320,15313,2002,1,870,768,Active,,,http://www.redfin.com/CA/San-Francisco/2412-Harrison-St-94110/unit-205/home/1234437,San Francisco MLS,421522622,N,Y,37.7584872,-122.412814
MLS Listing,,Single Family Residential,2780 Broadway,San Francisco,CA,94115,19995000,4,5.5,San Francisco,6000,3461,1962,1,3333,,Active,,,http://www.redfin.com/CA/San-Francisco/2780-Broadway-94115/home/1227830,San Francisco MLS,421525664,N,Y,37.79358,-122.442803
MLS Listing,,Single Family Residential,939 Sanchez St,San Francisco,CA,94114,2750000,5,5.5,San Francisco,4700,2914,,1,585,,Active,,,http://www.redfin.com/CA/San-Francisco/939-Sanchez-St-94114/home/716891,San Francisco MLS,421525978,N,Y,37.7541125,-122.4296705
MLS Listing,,Single Family Residential,507 Rockdale Dr,San Francisco,CA,94127,1795000,4,2.5,San Francisco,2012,3057,1934,1,892,,Active,,,http://www.redfin.com/CA/San-Francisco/507-Rockdale-Dr-94127/home/1043191,San Francisco MLS,421525241,N,Y,37.7395188,-122.4497537
MLS Listing,,Single Family Residential,2510 35th Ave,San Francisco,CA,94116,1095000,3,2.0,San Francisco,1619,2374,1931,1,676,,Active,,,http://www.redfin.com/CA/San-Francisco/2510-35th-Ave-94116/home/904818,San Francisco MLS,421524826,N,Y,37.7401624,-122.4923846
MLS Listing,,Single Family Residential,59 Manor Dr,San Francisco,CA,94127,2198000,4,3.0,San Francisco,3071,3009,1930,1,716,,Active,,,http://www.redfin.com/CA/San-Francisco/59-Manor-Dr-94127/home/1043562,San Francisco MLS,421525759,N,Y,37.7275678,-122.4647473
MLS Listing,,Condo/Co-op,14 Jennifer Pl,San Francisco,CA,94107,1029000,2,1.0,San Francisco,1284,,2000,1,801,129,Active,,,http://www.redfin.com/CA/San-Francisco/14-Jennifer-Pl-94107/home/12396903,San Francisco MLS,511830,N,Y,37.7800298,-122.4023817
MLS Listing,,Condo/Co-op,1835 19th Ave Unit A,San Francisco,CA,94122,1195000,3,2.0,San Francisco,1483,3000,2005,1,806,,Active,,,http://www.redfin.com/CA/San-Francisco/1835-19th-Ave-94122/unit-A/home/174621826,San Francisco MLS,421525827,N,Y,37.7535413,-122.4766593
MLS Listing,,Condo/Co-op,839 Hayes St,San Francisco,CA,94117,1595000,4,1.5,San Francisco,1997,3444,,1,799,,Active,,,http://www.redfin.com/CA/San-Francisco/839-Hayes-St-94117/home/40628987,San Francisco MLS,421525790,N,Y,37.7757504,-122.4302457
MLS Listing,,Single Family Residential,1254 Quesada Ave,San Francisco,CA,94131,799000,4,2.0,San Francisco,1515,2500,1966,1,527,,Active,,,http://www.redfin.com/CA/San-Francisco/1254-Quesada-Ave-94124/home/1534099,San Francisco MLS,514824,N,Y,37.7287722,-122.3830712
MLS Listing,,Condo/Co-op,1137 Shrader St,San Francisco,CA,94117,1679000,2,2.0,San Francisco,1639,2500,1923,1,1024,175,Active,,,http://www.redfin.com/CA/San-Francisco/1137-Shrader-St-94117/home/1651638,San Francisco MLS,421521930,N,Y,37.764126,-122.45138
MLS Listing,,Single Family Residential,3928 20th St,San Francisco,CA,94114,5495000,4,3.5,San Francisco,3348,2848,1903,1,1641,,Active,,,http://www.redfin.com/CA/San-Francisco/3928-20th-St-94114/home/1791348,San Francisco MLS,421525597,N,Y,37.7582194,-122.4287857
MLS Listing,,Condo/Co-op,175 Bluxome St #232,SAN FRANCISCO,CA,94107,785000,2,1.0,SAN FRANCISCO,874,,1998,1,898,561,Active,,,http://www.redfin.com/CA/San-Francisco/175-Bluxome-St-94107/unit-232/home/12397921,MLSListings,ML81832790,N,Y,37.7743789,-122.3995747
MLS Listing,,Multi-Family (2-4 Unit),811 Oak St,San Francisco,CA,94117,4495000,18,10.0,San Francisco,5725,2548,1900,1,785,,Active,,,http://www.redfin.com/CA/San-Francisco/811-Oak-St-94117/home/581165,San Francisco MLS,421525864,N,Y,37.7734934,-122.4326977
MLS Listing,,Single Family Residential,1125 Rhode Island St,San Francisco,CA,94107,1559000,3,1.5,San Francisco,2190,2500,1900,1,712,,Active,,,http://www.redfin.com/CA/San-Francisco/1125-Rhode-Island-St-94107/home/1896003,San Francisco MLS,421524638,N,Y,37.7555487,-122.4014082
MLS Listing,,Condo/Co-op,2170 Harrison St #4,San Francisco,CA,94110,980000,1,1.5,San Francisco,1049,6554,1997,1,934,472,Active,,,http://www.redfin.com/CA/San-Francisco/2170-Harrison-St-94110/unit-4/home/12395664,San Francisco MLS,421525596,N,Y,37.7625481,-122.4132387
MLS Listing,,Single Family Residential,660 Myra Way,San Francisco,CA,94127,2645000,4,4.0,San Francisco,2916,3471,1950,1,907,,Active,,,http://www.redfin.com/CA/San-Francisco/660-Myra-Way-94127/home/682903,San Francisco MLS,421524985,N,Y,37.739973,-122.4503951
MLS Listing,,Multi-Family (2-4 Unit),2526 Balboa St,San Francisco,CA,94121,1450000,4,2.0,San Francisco,3500,2970,1925,1,414,,Active,,,http://www.redfin.com/CA/San-Francisco/2526-Balboa-St-94121/home/1765215,San Francisco MLS,421524359,N,Y,37.7763695,-122.4860525
MLS Listing,,Single Family Residential,525 Buena Vista Ave,San Francisco,CA,94117,3250000,4,4.0,San Francisco,3150,5777,1910,1,1032,,Active,,,http://www.redfin.com/CA/San-Francisco/525-Buena-Vista-Ave-W-94117/home/669710,San Francisco MLS,421525788,N,Y,37.7660536,-122.4432515
MLS Listing,,Single Family Residential,1930 Pine St,San Francisco,CA,94109,4350000,4,4.5,San Francisco,3170,2099,2014,1,1372,,Active,,,http://www.redfin.com/CA/San-Francisco/1930-Pine-St-94109/home/570037,San Francisco MLS,421522793,N,Y,37.7888742,-122.4284945
MLS Listing,,Single Family Residential,1865 37th Ave,San Francisco,CA,94122,1599900,4,2.5,San Francisco,1882,2996,1954,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/1865-37th-Ave-94122/home/1307390,MetroList,421525467,N,Y,37.7521596,-122.4959659
MLS Listing,,Condo/Co-op,401 Harrison St Unit 43A,San Francisco,CA,94105,1750000,2,2.0,San Francisco,1078,,2014,1,1623,1356,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-43A/home/144064330,San Francisco MLS,421525772,N,Y,37.7864989,-122.3921487
MLS Listing,,Condo/Co-op,2634 Octavia St #7,San Francisco,CA,94123,499500,0,1.0,San Francisco,485,2600,1904,1,1030,108,Active,,,http://www.redfin.com/CA/San-Francisco/2634-Octavia-St-94123/unit-7/home/1442821,San Francisco MLS,421523318,N,Y,37.7966019,-122.4283859
MLS Listing,,Single Family Residential,1332 Chestnut St,San Francisco,CA,94123,1895000,3,2.5,San Francisco,1770,3781,1982,1,1071,1027,Active,,,http://www.redfin.com/CA/San-Francisco/1332-Chestnut-St-94123/home/940746,San Francisco MLS,421525066,N,Y,37.80248,-122.425424
MLS Listing,,Single Family Residential,26 Buena Vista Ter,San Francisco,CA,94117,3295000,4,2.0,San Francisco,,2874,1900,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/26-Buena-Vista-Ter-94117/home/1033990,San Francisco MLS,421523731,N,Y,37.7681068,-122.4384959
MLS Listing,,Condo/Co-op,207 King St #411,San Francisco,CA,94107,1539000,1,2.0,San Francisco,1461,21096,2007,1,1053,940,Active,,,http://www.redfin.com/CA/San-Francisco/207-King-St-94107/unit-411/home/12278052,San Francisco MLS,421519960,N,Y,37.7775275,-122.3916855
MLS Listing,,Single Family Residential,1728 Diamond St,San Francisco,CA,94131,4595000,4,4.0,San Francisco,3699,2068,2014,1,1242,,Active,,,http://www.redfin.com/CA/San-Francisco/1728-Diamond-St-94131/home/69054825,San Francisco MLS,421524750,N,Y,37.7436673,-122.4358104
MLS Listing,,Single Family Residential,3259 - 3261 Clay St,San Francisco,CA,94115,8995000,6,6.5,San Francisco,6000,3681,1912,1,1499,,Active,,,http://www.redfin.com/CA/San-Francisco/3259-Clay-St-94115/home/1872257,San Francisco MLS,421522100,N,Y,37.788868,-122.4465838
MLS Listing,,Condo/Co-op,53 28th St,San Francisco,CA,94110,849000,1,1.0,San Francisco,919,2964,,1,924,,Active,,,http://www.redfin.com/CA/San-Francisco/53-28th-St-94110/home/1647556,San Francisco MLS,421525609,N,Y,37.7452705,-122.4233124
MLS Listing,,Condo/Co-op,857 Fell St,San Francisco,CA,94117,1395000,3,2.0,San Francisco,1751,3391,1917,1,797,300,Active,,,http://www.redfin.com/CA/San-Francisco/857-Fell-St-94117/home/1956928,San Francisco MLS,421523775,N,Y,37.774505,-122.431884
MLS Listing,,Condo/Co-op,25 Parker Ave #25,San Francisco,CA,94118,1225000,2,2.0,San Francisco,1092,4114,1909,1,1122,400,Active,,,http://www.redfin.com/CA/San-Francisco/25-Parker-Ave-94118/unit-25/home/1996062,San Francisco MLS,421525525,N,Y,37.7856313,-122.4550728
MLS Listing,,Single Family Residential,1400 Golden Gate Ave,San Francisco,CA,94115,2495000,4,3.5,San Francisco,3260,11243,1885,1,765,344,Active,,,http://www.redfin.com/CA/San-Francisco/1400-Golden-Gate-Ave-94115/home/1059832,San Francisco MLS,421525499,N,Y,37.7795061,-122.4337916
MLS Listing,,Multi-Family (2-4 Unit),2209 Lincoln Way,San Francisco,CA,94122,1565000,4,2.0,San Francisco,2400,2500,,1,652,,Active,,,http://www.redfin.com/CA/San-Francisco/2209-Lincoln-Way-94122/home/1927235,San Francisco MLS,421525415,N,Y,37.7649813,-122.4818012
MLS Listing,,Single Family Residential,86 San Jacinto Way,San Francisco,CA,94127,3498000,6,3.5,San Francisco,3960,7797,1927,1,883,3,Active,,,http://www.redfin.com/CA/San-Francisco/86-San-Jacinto-Way-94127/home/1165381,San Francisco MLS,421523424,N,Y,37.7327117,-122.4636416
MLS Listing,,Condo/Co-op,11 Kenneth Rexroth Pl,San Francisco,CA,94133,1280000,2,2.0,San Francisco,1035,1330,1911,1,1237,150,Active,,,http://www.redfin.com/CA/San-Francisco/11-Kenneth-Rexroth-Pl-94133/home/28935690,San Francisco MLS,421525645,N,Y,37.7982752,-122.4080257
MLS Listing,,Condo/Co-op,501 Beale St Unit 12E,San Francisco,CA,94105,799000,1,1.0,San Francisco,759,,2006,1,1053,1018,Active,,,http://www.redfin.com/CA/San-Francisco/501-Beale-St-94105/unit-12E/home/22886337,San Francisco MLS,421525339,N,Y,37.7862533,-122.3891164
MLS Listing,,Condo/Co-op,3590 20th St #507,San Francisco,CA,94110,2295000,3,3.0,San Francisco,1671,11105,2015,1,1373,665,Active,,,http://www.redfin.com/CA/San-Francisco/3590-20th-St-94110/unit-507/home/79870143,San Francisco MLS,421525306,N,Y,37.7587508,-122.4209777
MLS Listing,,Condo/Co-op,1746 Bay St,San Francisco,CA,94123,2750000,3,2.0,San Francisco,2135,,1937,1,1288,350,Active,,,http://www.redfin.com/CA/San-Francisco/1746-Bay-St-94123/home/40011597,San Francisco MLS,512037,N,Y,37.8030751,-122.4358453
MLS Listing,,Multi-Family (2-4 Unit),483 - 485 28th St,San Francisco,CA,94131,2325000,5,3.0,San Francisco,2428,2779,1955,1,958,,Active,,,http://www.redfin.com/CA/San-Francisco/483-28th-St-94131/home/1095651,San Francisco MLS,421524810,N,Y,37.7447907,-122.4331321
MLS Listing,,Condo/Co-op,54 Elizabeth St Unit 56A,San Francisco,CA,94110,745000,2,1.0,San Francisco,709,2850,1900,1,,348,Active,,,http://www.redfin.com/CA/San-Francisco/54-Elizabeth-St-94110/unit-56A/home/722438,MetroList,421525598,N,Y,37.7530483,-122.4224829
MLS Listing,,Condo/Co-op,999 Wisconsin St #8,San Francisco,CA,94107,1259000,3,2.0,San Francisco,1906,9187,1988,1,661,591,Active,,,http://www.redfin.com/CA/San-Francisco/999-Wisconsin-St-94107/unit-8/home/1370559,San Francisco MLS,421524641,N,Y,37.7549789,-122.3984038
MLS Listing,,Multi-Family (5+ Unit),1069 Capp St,San Francisco,CA,94110,1995000,5,4.0,San Francisco,3737,2777,,1,534,,Active,,,http://www.redfin.com/CA/San-Francisco/1069-Capp-St-94110/home/109464713,San Francisco MLS,421521996,N,Y,37.7496209,-122.4168042
MLS Listing,,Single Family Residential,2454 - A Bush St,San Francisco,CA,94115,2695000,2,2.0,San Francisco,,2677,1880,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/2454A-Bush-St-94115/home/174615988,San Francisco MLS,506872,N,Y,37.786917,-122.437799
MLS Listing,,Condo/Co-op,1495 Valencia St #4,San Francisco,CA,94110,1795000,3,3.0,San Francisco,1441,,2009,1,1246,404,Active,,,http://www.redfin.com/CA/San-Francisco/1495-Valencia-St-94110/unit-4/home/21963281,San Francisco MLS,514620,N,Y,37.7491382,-122.4200286
MLS Listing,,Vacant Land,350 Octavia St,SAN FRANCISCO,CA,94102,3350000,,,SAN FRANCISCO,,2178,,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/350-Octavia-St-94102/home/169566615,MLSListings,ML81832658,N,Y,37.775532,-122.424014
MLS Listing,,Single Family Residential,57 Nebraska St,San Francisco,CA,94110,2495000,4,3.0,San Francisco,2235,2500,1970,1,1116,,Active,,,http://www.redfin.com/CA/San-Francisco/57-Nebraska-St-94110/home/1075040,San Francisco MLS,421519380,N,Y,37.7404211,-122.4102804
MLS Listing,,Single Family Residential,3581 Clay St,San Francisco,CA,94118,6895000,4,4.5,San Francisco,3882,,,1,1776,,Active,,,http://www.redfin.com/CA/San-Francisco/3581-Clay-St-94118/home/1117709,San Francisco MLS,421525368,N,Y,37.788258,-122.451678
MLS Listing,,Condo/Co-op,1688 Pine St Unit E410,San Francisco,CA,94109,740000,1,1.0,San Francisco,638,35482,2016,1,1160,627,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E410/home/113520396,San Francisco MLS,421524839,N,Y,37.789553,-122.4232788
MLS Listing,,Single Family Residential,2479 Francisco St,San Francisco,CA,94123,4995000,4,3.5,San Francisco,2867,1624,1927,1,1742,,Active,,,http://www.redfin.com/CA/San-Francisco/2479-Francisco-St-94123/home/2015739,San Francisco MLS,421524563,N,Y,37.8003891,-122.4459397
MLS Listing,,Single Family Residential,50 Hopkins Ave,San Francisco,CA,94131,2495000,3,3.0,San Francisco,2098,1315,1958,1,1189,,Active,,,http://www.redfin.com/CA/San-Francisco/50-Hopkins-Ave-94131/home/679118,San Francisco MLS,421524868,N,Y,37.7531816,-122.4444901
MLS Listing,,Single Family Residential,154 Hearst,San Francisco,CA,94131,1295000,3,3.0,San Francisco,1700,2809,1908,1,762,,Active,,,http://www.redfin.com/CA/San-Francisco/154-Hearst-Ave-94131/home/2014771,San Francisco MLS,421520957,N,Y,37.730917,-122.4410397
MLS Listing,,Condo/Co-op,374 11th St #3,San Francisco,CA,94103,848000,1,1.5,San Francisco,1137,2668,2001,1,746,347,Active,,,http://www.redfin.com/CA/San-Francisco/374-11th-St-94103/unit-3/home/1512955,San Francisco MLS,421523985,N,Y,37.7707734,-122.4130789
MLS Listing,,Condo/Co-op,460 Francisco St #302,San Francisco,CA,94133,720000,1,1.0,San Francisco,585,,1982,1,1231,273,Active,,,http://www.redfin.com/CA/San-Francisco/460-Francisco-St-94133/unit-302/home/1424818,San Francisco MLS,421524393,N,Y,37.8049401,-122.4128236
MLS Listing,,Condo/Co-op,20 Parkridge Dr #2,San Francisco,CA,94131,769000,1,2.0,San Francisco,942,8180,1967,1,816,398,Active,,,http://www.redfin.com/CA/San-Francisco/20-Parkridge-Dr-94131/unit-2/home/174613574,San Francisco MLS,421523756,N,Y,37.7512222,-122.445551
MLS Listing,,Single Family Residential,1214 Bowdoin St,San Francisco,CA,94134,1049000,2,1.0,San Francisco,,1750,1951,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/1214-Bowdoin-St-94134/home/1576722,San Francisco MLS,421522986,N,Y,37.7207484,-122.4085989
MLS Listing,,Condo/Co-op,425 1st St #2801,San Francisco,CA,94105,1795000,2,,San Francisco,1042,56024,2008,1,1723,1123,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-2801/home/17306457,San Francisco MLS,421522097,N,Y,37.7860625,-122.3921764
MLS Listing,,Single Family Residential,454 Greenwich St,San Francisco,CA,94133,2500000,2,2.0,San Francisco,1700,1202,1928,1,1471,,Active,,,http://www.redfin.com/CA/San-Francisco/454-Greenwich-St-94133/home/1286726,San Francisco MLS,421521719,N,Y,37.802736,-122.4072598
MLS Listing,,Condo/Co-op,250 King St #368,San Francisco,CA,94107,610000,1,1.0,San Francisco,,213232,2004,1,,799,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-368/home/22889188,San Francisco MLS,421520105,N,Y,37.7776422,-122.3934181
MLS Listing,,Condo/Co-op,1932 Fell St #4,San Francisco,CA,94117,399000,0,1.0,San Francisco,,,1905,1,,294,Active,,,http://www.redfin.com/CA/San-Francisco/1932-Fell-St-94117/unit-4/home/12436101,San Francisco MLS,421525043,N,Y,37.7727316,-122.4498877
MLS Listing,,Single Family Residential,612 Arlington St,San Francisco,CA,94131,1469000,3,2.5,San Francisco,2030,1616,1938,2,724,,Active,,,http://www.redfin.com/CA/San-Francisco/612-Arlington-St-94131/home/957967,San Francisco MLS,421525500,N,Y,37.7337454,-122.4322267
MLS Listing,,Condo/Co-op,255 Red Rock Way Unit 106H,San Francisco,CA,94131,759000,1,1.0,San Francisco,744,6993,1972,2,1020,597,Active,,,http://www.redfin.com/CA/San-Francisco/255-Red-Rock-Way-94131/unit-106H/home/1843726,San Francisco MLS,421525240,N,Y,37.7455837,-122.4430524
MLS Listing,,Condo/Co-op,3535 Wawona St #515,SAN FRANCISCO,CA,94116,1334000,2,2.0,SAN FRANCISCO,991,,2020,2,1346,542,Active,,,http://www.redfin.com/CA/San-Francisco/3535-Wawona-St-94116/unit-515/home/174613404,MLSListings,ML81832603,N,Y,37.7360911,-122.5046285
MLS Listing,,Condo/Co-op,631 Folsom St Unit 15B,San Francisco,CA,94107,1298000,2,2.0,San Francisco,,,2009,2,,995,Active,,,http://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-15B/home/21966085,San Francisco MLS,421525321,N,Y,37.7847302,-122.3968612
MLS Listing,,Condo/Co-op,2447 Vallejo St #1,San Francisco,CA,94123,1295000,1,1.0,San Francisco,1325,4194,1923,2,977,475,Active,,,http://www.redfin.com/CA/San-Francisco/2447-Vallejo-St-94123/unit-1/home/999092,San Francisco MLS,421525161,N,Y,37.79463,-122.4375101
MLS Listing,,Single Family Residential,1721 Cabrillo St,San Francisco,CA,94121,1199000,2,1.0,San Francisco,1018,2500,1923,2,1178,,Active,,,http://www.redfin.com/CA/San-Francisco/1721-Cabrillo-St-94121/home/1643988,San Francisco MLS,421525424,N,Y,37.7746201,-122.4773066
MLS Listing,,Condo/Co-op,88 King St #313,San Francisco,CA,94107,1299000,2,2.0,San Francisco,1363,82157,2000,2,953,1154,Active,,,http://www.redfin.com/CA/San-Francisco/88-King-St-94107/unit-313/home/1489368,San Francisco MLS,421522586,N,Y,37.7806302,-122.3896249
MLS Listing,,Single Family Residential,291 Hearst Ave,SAN FRANCISCO,CA,94131,1500000,2,1.5,SAN FRANCISCO,1525,2495,1925,2,984,,Active,,,http://www.redfin.com/CA/San-Francisco/291-Hearst-Ave-94131/home/1582200,MLSListings,ML81831062,N,Y,37.7305739,-122.4440919
MLS Listing,,Multi-Family (5+ Unit),1935 - 1943 Hayes St,San Francisco,CA,94117,4300000,2,,San Francisco,10230,7609,1926,2,420,,Active,,,http://www.redfin.com/CA/San-Francisco/1935-Hayes-St-94117/home/2012887,San Francisco MLS,421525348,N,Y,37.7735069,-122.4483604
